[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/utils/log.c:34 init_log] Log is written to /home/xietianle/ysyx-workbench/fceux-am/build/npc-log.txt[0m
[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/memory/paddr.c:70 init_mem] physical memory area [0x80000000, 0x87ffffff][0m
[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/monitor/monitor.c:64 load_img] The image is /home/xietianle/ysyx-workbench/fceux-am/build/fceux-riscv32e-npc.bin, size = 406608[0m
[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/monitor/monitor.c:30 welcome] Trace: [1;32mON[0m[0m
[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/monitor/monitor.c:31 welcome] If trace is enabled, a log file will be generated to record the trace. This may lead to a large log file. If it is not necessary, you can disable it in menuconfig[0m
[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/monitor/monitor.c:34 welcome] Build time: 11:22:06, Aug 15 2025[0m
[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/monitor/monitor.c:37 welcome] Exercise: Please remove me in the source code and compile NPC again.[0m
0x80000000: 00 00 04 13 addi	s0, zero, 0
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
0x80037284: 00 17 87 93 addi	a5, a5, 1
0x80037288: fe e7 9c e3 bne	a5, a4, 0x80037280
0x80037280: 00 b7 80 23 sb	a1, 0(a5)
